Date,Product_ID,Product_Name,Category,Units_Sold,Selling_Price,Current_Stock,Supplier_Lead_Time,Day_Of_Week,Month,Season,Festival,Weekend
2025-03-06,P003,Tea Pack,Beverages,13,120,230,5,Thursday,3,Summer,No,No
2025-03-06,P004,Cooking Oil,Grocery,16,180,289,3,Thursday,3,Summer,No,No
2025-03-06,P005,Biscuits,Snacks,18,20,56,4,Thursday,3,Summer,No,No
2025-03-06,P006,Milk,Dairy,11,30,92,2,Thursday,3,Summer,No,No
2025-03-06,P007,Shampoo,Personal Care,23,180,75,5,Thursday,3,Summer,No,No
2025-03-06,P008,Soap,Personal Care,17,40,103,8,Thursday,3,Summer,No,No
2025-03-06,P009,Cold Drink,Beverages,18,50,228,10,Thursday,3,Summer,No,No
2025-03-06,P010,Chips,Snacks,15,25,119,3,Thursday,3,Summer,No,No
2025-03-06,P011,Detergent,Household,15,220,310,7,Thursday,3,Summer,No,No
2025-03-06,P012,Flour,Grocery,12,60,451,10,Thursday,3,Summer,No,No
2025-03-06,P013,Coffee,Beverages,15,250,439,3,Thursday,3,Summer,No,No
2025-03-06,P014,Toothpaste,Personal Care,13,90,230,4,Thursday,3,Summer,No,No
2025-03-06,P015,Instant Noodles,Food,16,35,262,5,Thursday,3,Summer,No,No
2025-03-07,P001,Rice 5kg,Grocery,16,450,54,10,Friday,3,Summer,No,No
2025-03-07,P002,Sugar 1kg,Grocery,19,55,151,10,Friday,3,Summer,No,No
2025-03-07,P003,Tea Pack,Beverages,18,120,62,8,Friday,3,Summer,No,No
2025-03-07,P004,Cooking Oil,Grocery,16,180,195,2,Friday,3,Summer,No,No
2025-03-07,P005,Biscuits,Snacks,23,20,99,5,Friday,3,Summer,No,No
2025-03-07,P006,Milk,Dairy,14,30,338,3,Friday,3,Summer,No,No
2025-03-07,P007,Shampoo,Personal Care,19,180,334,6,Friday,3,Summer,No,No
2025-03-07,P008,Soap,Personal Care,25,40,142,7,Friday,3,Summer,No,No
2025-03-07,P009,Cold Drink,Beverages,24,50,114,8,Friday,3,Summer,No,No
2025-03-07,P010,Chips,Snacks,13,25,123,4,Friday,3,Summer,No,No
2025-03-07,P011,Detergent,Household,10,220,174,9,Friday,3,Summer,No,No
2025-03-07,P012,Flour,Grocery,6,60,332,2,Friday,3,Summer,No,No
2025-03-07,P013,Coffee,Beverages,28,250,98,4,Friday,3,Summer,No,No
2025-03-07,P014,Toothpaste,Personal Care,16,90,51,3,Friday,3,Summer,No,No
2025-03-07,P015,Instant Noodles,Food,21,35,77,7,Friday,3,Summer,No,No
2025-03-08,P001,Rice 5kg,Grocery,24,450,363,6,Saturday,3,Summer,No,Yes
2025-03-08,P002,Sugar 1kg,Grocery,20,55,319,7,Saturday,3,Summer,No,Yes
2025-03-08,P003,Tea Pack,Beverages,11,120,441,7,Saturday,3,Summer,No,Yes
2025-03-08,P004,Cooking Oil,Grocery,26,180,323,2,Saturday,3,Summer,No,Yes
2025-03-08,P005,Biscuits,Snacks,45,20,278,9,Saturday,3,Summer,No,Yes
2025-03-08,P006,Milk,Dairy,27,30,378,7,Saturday,3,Summer,No,Yes
2025-03-08,P007,Shampoo,Personal Care,15,180,114,7,Saturday,3,Summer,No,Yes
2025-03-08,P008,Soap,Personal Care,21,40,116,6,Saturday,3,Summer,No,Yes
2025-03-08,P009,Cold Drink,Beverages,26,50,184,5,Saturday,3,Summer,No,Yes
2025-03-08,P010,Chips,Snacks,24,25,208,10,Saturday,3,Summer,No,Yes
2025-03-08,P011,Detergent,Household,29,220,198,10,Saturday,3,Summer,No,Yes
2025-03-08,P012,Flour,Grocery,14,60,91,5,Saturday,3,Summer,No,Yes
2025-03-08,P013,Coffee,Beverages,28,250,129,6,Saturday,3,Summer,No,Yes
2025-03-08,P014,Toothpaste,Personal Care,14,90,436,10,Saturday,3,Summer,No,Yes
2025-03-08,P015,Instant Noodles,Food,16,35,145,9,Saturday,3,Summer,No,Yes
2025-03-09,P001,Rice 5kg,Grocery,18,450,433,5,Sunday,3,Summer,No,Yes
2025-03-09,P002,Sugar 1kg,Grocery,21,55,377,2,Sunday,3,Summer,No,Yes
2025-03-09,P003,Tea Pack,Beverages,19,120,103,3,Sunday,3,Summer,No,Yes
2025-03-09,P004,Cooking Oil,Grocery,29,180,64,5,Sunday,3,Summer,No,Yes
2025-03-09,P005,Biscuits,Snacks,34,20,140,9,Sunday,3,Summer,No,Yes
2025-03-09,P006,Milk,Dairy,20,30,66,4,Sunday,3,Summer,No,Yes
2025-03-09,P007,Shampoo,Personal Care,19,180,296,7,Sunday,3,Summer,No,Yes
2025-03-09,P008,Soap,Personal Care,33,40,289,10,Sunday,3,Summer,No,Yes
2025-03-09,P009,Cold Drink,Beverages,20,50,220,5,Sunday,3,Summer,No,Yes
2025-03-09,P010,Chips,Snacks,24,25,183,6,Sunday,3,Summer,No,Yes
2025-03-09,P011,Detergent,Household,13,220,221,8,Sunday,3,Summer,No,Yes
2025-03-09,P012,Flour,Grocery,8,60,313,3,Sunday,3,Summer,No,Yes
2025-03-09,P013,Coffee,Beverages,11,250,227,3,Sunday,3,Summer,No,Yes
2025-03-09,P014,Toothpaste,Personal Care,28,90,499,7,Sunday,3,Summer,No,Yes
2025-03-09,P015,Instant Noodles,Food,27,35,433,7,Sunday,3,Summer,No,Yes
2025-03-10,P001,Rice 5kg,Grocery,22,450,412,4,Monday,3,Summer,No,No
2025-03-10,P002,Sugar 1kg,Grocery,14,55,256,9,Monday,3,Summer,No,No
2025-03-10,P003,Tea Pack,Beverages,17,120,304,4,Monday,3,Summer,No,No
2025-03-10,P004,Cooking Oil,Grocery,6,180,191,6,Monday,3,Summer,No,No
2025-03-10,P005,Biscuits,Snacks,27,20,290,9,Monday,3,Summer,No,No
2025-03-10,P006,Milk,Dairy,19,30,242,8,Monday,3,Summer,No,No
2025-03-10,P007,Shampoo,Personal Care,18,180,245,8,Monday,3,Summer,No,No
2025-03-10,P008,Soap,Personal Care,24,40,313,10,Monday,3,Summer,No,No
2025-03-10,P009,Cold Drink,Beverages,15,50,81,2,Monday,3,Summer,No,No
2025-03-10,P010,Chips,Snacks,13,25,474,9,Monday,3,Summer,No,No
2025-03-10,P011,Detergent,Household,20,220,259,4,Monday,3,Summer,No,No
2025-03-10,P012,Flour,Grocery,7,60,300,10,Monday,3,Summer,No,No
2025-03-10,P013,Coffee,Beverages,13,250,351,9,Monday,3,Summer,No,No
2025-03-10,P014,Toothpaste,Personal Care,23,90,86,9,Monday,3,Summer,No,No
2025-03-10,P015,Instant Noodles,Food,15,35,412,8,Monday,3,Summer,No,No
2025-03-11,P001,Rice 5kg,Grocery,19,450,404,8,Tuesday,3,Summer,No,No
2025-03-11,P002,Sugar 1kg,Grocery,7,55,464,3,Tuesday,3,Summer,No,No
2025-03-11,P003,Tea Pack,Beverages,24,120,149,9,Tuesday,3,Summer,No,No
2025-03-11,P004,Cooking Oil,Grocery,21,180,396,2,Tuesday,3,Summer,No,No
2025-03-11,P005,Biscuits,Snacks,17,20,69,2,Tuesday,3,Summer,No,No
2025-03-11,P006,Milk,Dairy,23,30,294,4,Tuesday,3,Summer,No,No
2025-03-11,P007,Shampoo,Personal Care,7,180,367,5,Tuesday,3,Summer,No,No
2025-03-11,P008,Soap,Personal Care,13,40,223,2,Tuesday,3,Summer,No,No
2025-03-11,P009,Cold Drink,Beverages,15,50,136,2,Tuesday,3,Summer,No,No
2025-03-11,P010,Chips,Snacks,24,25,188,6,Tuesday,3,Summer,No,No
2025-03-11,P011,Detergent,Household,7,220,63,3,Tuesday,3,Summer,No,No
2025-03-11,P012,Flour,Grocery,10,60,311,9,Tuesday,3,Summer,No,No
2025-03-11,P013,Coffee,Beverages,9,250,204,3,Tuesday,3,Summer,No,No
2025-03-11,P014,Toothpaste,Personal Care,11,90,78,7,Tuesday,3,Summer,No,No
2025-03-11,P015,Instant Noodles,Food,15,35,356,2,Tuesday,3,Summer,No,No
2025-03-12,P001,Rice 5kg,Grocery,8,450,396,5,Wednesday,3,Summer,No,No
2025-03-12,P002,Sugar 1kg,Grocery,24,55,434,2,Wednesday,3,Summer,No,No
2025-03-12,P003,Tea Pack,Beverages,12,120,294,8,Wednesday,3,Summer,No,No
2025-03-12,P004,Cooking Oil,Grocery,28,180,215,4,Wednesday,3,Summer,No,No
2025-03-12,P005,Biscuits,Snacks,20,20,375,10,Wednesday,3,Summer,No,No
2025-03-12,P006,Milk,Dairy,9,30,65,3,Wednesday,3,Summer,No,No
2025-03-12,P007,Shampoo,Personal Care,17,180,95,7,Wednesday,3,Summer,No,No
2025-03-12,P008,Soap,Personal Care,19,40,433,8,Wednesday,3,Summer,No,No
2025-03-12,P009,Cold Drink,Beverages,24,50,196,10,Wednesday,3,Summer,No,No
2025-03-12,P010,Chips,Snacks,19,25,162,8,Wednesday,3,Summer,No,No
2025-03-12,P011,Detergent,Household,19,220,126,8,Wednesday,3,Summer,No,No
2025-03-12,P012,Flour,Grocery,22,60,394,2,Wednesday,3,Summer,No,No
2025-03-12,P013,Coffee,Beverages,17,250,316,8,Wednesday,3,Summer,No,No
2025-03-12,P014,Toothpaste,Personal Care,11,90,88,7,Wednesday,3,Summer,No,No
2025-03-12,P015,Instant Noodles,Food,20,35,321,8,Wednesday,3,Summer,No,No
2025-03-13,P001,Rice 5kg,Grocery,21,450,288,4,Thursday,3,Summer,No,No
2025-03-13,P002,Sugar 1kg,Grocery,17,55,396,4,Thursday,3,Summer,No,No
2025-03-13,P003,Tea Pack,Beverages,9,120,395,4,Thursday,3,Summer,No,No
2025-03-13,P004,Cooking Oil,Grocery,16,180,331,9,Thursday,3,Summer,No,No
2025-03-13,P005,Biscuits,Snacks,24,20,468,10,Thursday,3,Summer,No,No
2025-03-13,P006,Milk,Dairy,15,30,426,6,Thursday,3,Summer,No,No
2025-03-13,P007,Shampoo,Personal Care,21,180,82,7,Thursday,3,Summer,No,No
2025-03-13,P008,Soap,Personal Care,13,40,95,8,Thursday,3,Summer,No,No
2025-03-13,P009,Cold Drink,Beverages,18,50,465,6,Thursday,3,Summer,No,No
2025-03-13,P010,Chips,Snacks,11,25,469,4,Thursday,3,Summer,No,No
2025-03-13,P011,Detergent,Household,20,220,126,9,Thursday,3,Summer,No,No
2025-03-13,P012,Flour,Grocery,20,60,204,8,Thursday,3,Summer,No,No
2025-03-13,P013,Coffee,Beverages,14,250,122,10,Thursday,3,Summer,No,No
2025-03-13,P014,Toothpaste,Personal Care,10,90,358,2,Thursday,3,Summer,No,No
2025-03-13,P015,Instant Noodles,Food,18,35,427,7,Thursday,3,Summer,No,No
2025-03-14,P001,Rice 5kg,Grocery,25,450,272,7,Friday,3,Summer,No,No
2025-03-14,P002,Sugar 1kg,Grocery,20,55,225,4,Friday,3,Summer,No,No
2025-03-14,P003,Tea Pack,Beverages,25,120,191,7,Friday,3,Summer,No,No
2025-03-14,P004,Cooking Oil,Grocery,7,180,449,4,Friday,3,Summer,No,No
2025-03-14,P005,Biscuits,Snacks,14,20,159,3,Friday,3,Summer,No,No
2025-03-14,P006,Milk,Dairy,20,30,368,6,Friday,3,Summer,No,No
2025-03-14,P007,Shampoo,Personal Care,23,180,411,3,Friday,3,Summer,No,No
2025-03-14,P008,Soap,Personal Care,16,40,135,8,Friday,3,Summer,No,No
2025-03-14,P009,Cold Drink,Beverages,11,50,428,5,Friday,3,Summer,No,No
2025-03-14,P010,Chips,Snacks,27,25,72,10,Friday,3,Summer,No,No
2025-03-14,P011,Detergent,Household,8,220,379,4,Friday,3,Summer,No,No
2025-03-14,P012,Flour,Grocery,18,60,315,6,Friday,3,Summer,No,No
2025-03-14,P013,Coffee,Beverages,9,250,454,9,Friday,3,Summer,No,No
2025-03-14,P014,Toothpaste,Personal Care,9,90,294,3,Friday,3,Summer,No,No
2025-03-14,P015,Instant Noodles,Food,12,35,158,5,Friday,3,Summer,No,No
2025-03-15,P001,Rice 5kg,Grocery,19,450,324,5,Saturday,3,Summer,No,Yes
2025-03-15,P002,Sugar 1kg,Grocery,26,55,83,10,Saturday,3,Summer,No,Yes
2025-03-15,P003,Tea Pack,Beverages,19,120,357,2,Saturday,3,Summer,No,Yes
2025-03-15,P004,Cooking Oil,Grocery,24,180,291,6,Saturday,3,Summer,No,Yes
2025-03-15,P005,Biscuits,Snacks,41,20,170,9,Saturday,3,Summer,No,Yes
2025-03-15,P006,Milk,Dairy,24,30,110,6,Saturday,3,Summer,No,Yes
2025-03-15,P007,Shampoo,Personal Care,17,180,290,10,Saturday,3,Summer,No,Yes
2025-03-15,P008,Soap,Personal Care,21,40,498,6,Saturday,3,Summer,No,Yes
2025-03-15,P009,Cold Drink,Beverages,24,50,99,3,Saturday,3,Summer,No,Yes
2025-03-15,P010,Chips,Snacks,23,25,373,2,Saturday,3,Summer,No,Yes
2025-03-15,P011,Detergent,Household,19,220,112,9,Saturday,3,Summer,No,Yes
2025-03-15,P012,Flour,Grocery,28,60,62,9,Saturday,3,Summer,No,Yes
2025-03-15,P013,Coffee,Beverages,11,250,79,2,Saturday,3,Summer,No,Yes
2025-03-15,P014,Toothpaste,Personal Care,27,90,84,10,Saturday,3,Summer,No,Yes
2025-03-15,P015,Instant Noodles,Food,23,35,137,7,Saturday,3,Summer,No,Yes
2025-03-16,P001,Rice 5kg,Grocery,15,450,57,2,Sunday,3,Summer,No,Yes
2025-03-16,P002,Sugar 1kg,Grocery,14,55,182,5,Sunday,3,Summer,No,Yes
2025-03-16,P003,Tea Pack,Beverages,33,120,315,8,Sunday,3,Summer,No,Yes
2025-03-16,P004,Cooking Oil,Grocery,12,180,460,10,Sunday,3,Summer,No,Yes
2025-03-16,P005,Biscuits,Snacks,30,20,125,9,Sunday,3,Summer,No,Yes
2025-03-16,P006,Milk,Dairy,14,30,55,5,Sunday,3,Summer,No,Yes
2025-03-16,P007,Shampoo,Personal Care,29,180,53,10,Sunday,3,Summer,No,Yes
2025-03-16,P008,Soap,Personal Care,19,40,415,9,Sunday,3,Summer,No,Yes
2025-03-16,P009,Cold Drink,Beverages,24,50,351,9,Sunday,3,Summer,No,Yes
2025-03-16,P010,Chips,Snacks,27,25,444,10,Sunday,3,Summer,No,Yes
2025-03-16,P011,Detergent,Household,27,220,240,5,Sunday,3,Summer,No,Yes
2025-03-16,P012,Flour,Grocery,28,60,250,10,Sunday,3,Summer,No,Yes
2025-03-16,P013,Coffee,Beverages,11,250,68,8,Sunday,3,Summer,No,Yes
2025-03-16,P014,Toothpaste,Personal Care,13,90,305,8,Sunday,3,Summer,No,Yes
2025-03-16,P015,Instant Noodles,Food,10,35,449,8,Sunday,3,Summer,No,Yes
2025-03-17,P001,Rice 5kg,Grocery,24,450,289,2,Monday,3,Summer,No,No
2025-03-17,P002,Sugar 1kg,Grocery,15,55,419,10,Monday,3,Summer,No,No
2025-03-17,P003,Tea Pack,Beverages,12,120,390,7,Monday,3,Summer,No,No
2025-03-17,P004,Cooking Oil,Grocery,14,180,424,7,Monday,3,Summer,No,No
2025-03-17,P005,Biscuits,Snacks,18,20,89,4,Monday,3,Summer,No,No
2025-03-17,P006,Milk,Dairy,10,30,121,9,Monday,3,Summer,No,No
2025-03-17,P007,Shampoo,Personal Care,26,180,470,5,Monday,3,Summer,No,No
2025-03-17,P008,Soap,Personal Care,9,40,238,10,Monday,3,Summer,No,No
2025-03-17,P009,Cold Drink,Beverages,11,50,326,3,Monday,3,Summer,No,No
2025-03-17,P010,Chips,Snacks,7,25,270,3,Monday,3,Summer,No,No
2025-03-17,P011,Detergent,Household,16,220,270,2,Monday,3,Summer,No,No
2025-03-17,P012,Flour,Grocery,24,60,80,9,Monday,3,Summer,No,No
2025-03-17,P013,Coffee,Beverages,17,250,303,3,Monday,3,Summer,No,No
2025-03-17,P014,Toothpaste,Personal Care,14,90,83,6,Monday,3,Summer,No,No
2025-03-17,P015,Instant Noodles,Food,23,35,147,5,Monday,3,Summer,No,No
2025-03-18,P001,Rice 5kg,Grocery,20,450,176,6,Tuesday,3,Summer,No,No
2025-03-18,P002,Sugar 1kg,Grocery,18,55,73,6,Tuesday,3,Summer,No,No
2025-03-18,P003,Tea Pack,Beverages,13,120,423,9,Tuesday,3,Summer,No,No
2025-03-18,P004,Cooking Oil,Grocery,6,180,142,2,Tuesday,3,Summer,No,No
2025-03-18,P005,Biscuits,Snacks,16,20,306,5,Tuesday,3,Summer,No,No
2025-03-18,P006,Milk,Dairy,15,30,349,5,Tuesday,3,Summer,No,No
2025-03-18,P007,Shampoo,Personal Care,18,180,211,4,Tuesday,3,Summer,No,No
2025-03-18,P008,Soap,Personal Care,13,40,386,8,Tuesday,3,Summer,No,No
2025-03-18,P009,Cold Drink,Beverages,19,50,288,4,Tuesday,3,Summer,No,No
2025-03-18,P010,Chips,Snacks,23,25,88,10,Tuesday,3,Summer,No,No
2025-03-18,P011,Detergent,Household,25,220,280,8,Tuesday,3,Summer,No,No
2025-03-18,P012,Flour,Grocery,11,60,181,8,Tuesday,3,Summer,No,No
2025-03-18,P013,Coffee,Beverages,12,250,272,8,Tuesday,3,Summer,No,No
2025-03-18,P014,Toothpaste,Personal Care,24,90,118,3,Tuesday,3,Summer,No,No
2025-03-18,P015,Instant Noodles,Food,16,35,214,6,Tuesday,3,Summer,No,No
2025-03-19,P001,Rice 5kg,Grocery,15,450,185,4,Wednesday,3,Summer,No,No
2025-03-19,P002,Sugar 1kg,Grocery,16,55,182,5,Wednesday,3,Summer,No,No
2025-03-19,P003,Tea Pack,Beverages,18,120,81,5,Wednesday,3,Summer,No,No
2025-03-19,P004,Cooking Oil,Grocery,12,180,318,3,Wednesday,3,Summer,No,No
2025-03-19,P005,Biscuits,Snacks,10,20,156,8,Wednesday,3,Summer,No,No
2025-03-19,P006,Milk,Dairy,23,30,343,2,Wednesday,3,Summer,No,No
2025-03-19,P007,Shampoo,Personal Care,18,180,307,7,Wednesday,3,Summer,No,No
2025-03-19,P008,Soap,Personal Care,19,40,90,7,Wednesday,3,Summer,No,No
2025-03-19,P009,Cold Drink,Beverages,13,50,93,6,Wednesday,3,Summer,No,No
2025-03-19,P010,Chips,Snacks,14,25,163,4,Wednesday,3,Summer,No,No
2025-03-19,P011,Detergent,Household,20,220,195,8,Wednesday,3,Summer,No,No
2025-03-19,P012,Flour,Grocery,20,60,268,9,Wednesday,3,Summer,No,No
2025-03-19,P013,Coffee,Beverages,10,250,67,5,Wednesday,3,Summer,No,No
2025-03-19,P014,Toothpaste,Personal Care,11,90,182,3,Wednesday,3,Summer,No,No
2025-03-19,P015,Instant Noodles,Food,17,35,211,3,Wednesday,3,Summer,No,No
2025-03-20,P001,Rice 5kg,Grocery,21,450,477,5,Thursday,3,Summer,No,No
2025-03-20,P002,Sugar 1kg,Grocery,16,55,465,8,Thursday,3,Summer,No,No
2025-03-20,P003,Tea Pack,Beverages,13,120,481,9,Thursday,3,Summer,No,No
2025-03-20,P004,Cooking Oil,Grocery,23,180,476,6,Thursday,3,Summer,No,No
2025-03-20,P005,Biscuits,Snacks,13,20,470,3,Thursday,3,Summer,No,No
2025-03-20,P006,Milk,Dairy,11,30,298,3,Thursday,3,Summer,No,No
2025-03-20,P007,Shampoo,Personal Care,9,180,415,8,Thursday,3,Summer,No,No
2025-03-20,P008,Soap,Personal Care,15,40,426,8,Thursday,3,Summer,No,No
2025-03-20,P009,Cold Drink,Beverages,9,50,472,9,Thursday,3,Summer,No,No
2025-03-20,P010,Chips,Snacks,12,25,164,4,Thursday,3,Summer,No,No
2025-03-20,P011,Detergent,Household,12,220,394,10,Thursday,3,Summer,No,No
2025-03-20,P012,Flour,Grocery,18,60,313,9,Thursday,3,Summer,No,No
2025-03-20,P013,Coffee,Beverages,17,250,458,2,Thursday,3,Summer,No,No
2025-03-20,P014,Toothpaste,Personal Care,20,90,225,5,Thursday,3,Summer,No,No
2025-03-20,P015,Instant Noodles,Food,15,35,247,3,Thursday,3,Summer,No,No
2025-03-21,P001,Rice 5kg,Grocery,23,450,182,4,Friday,3,Summer,No,No
2025-03-21,P002,Sugar 1kg,Grocery,11,55,299,2,Friday,3,Summer,No,No
2025-03-21,P003,Tea Pack,Beverages,12,120,326,3,Friday,3,Summer,No,No
2025-03-21,P004,Cooking Oil,Grocery,22,180,212,6,Friday,3,Summer,No,No
2025-03-21,P005,Biscuits,Snacks,14,20,293,6,Friday,3,Summer,No,No
2025-03-21,P006,Milk,Dairy,20,30,216,3,Friday,3,Summer,No,No
2025-03-21,P007,Shampoo,Personal Care,17,180,275,7,Friday,3,Summer,No,No
2025-03-21,P008,Soap,Personal Care,20,40,439,9,Friday,3,Summer,No,No
2025-03-21,P009,Cold Drink,Beverages,10,50,343,4,Friday,3,Summer,No,No
2025-03-21,P010,Chips,Snacks,28,25,491,2,Friday,3,Summer,No,No
2025-03-21,P011,Detergent,Household,20,220,197,8,Friday,3,Summer,No,No
2025-03-21,P012,Flour,Grocery,20,60,355,8,Friday,3,Summer,No,No
2025-03-21,P013,Coffee,Beverages,18,250,286,4,Friday,3,Summer,No,No
2025-03-21,P014,Toothpaste,Personal Care,15,90,438,9,Friday,3,Summer,No,No
2025-03-21,P015,Instant Noodles,Food,17,35,241,7,Friday,3,Summer,No,No
2025-03-22,P001,Rice 5kg,Grocery,20,450,114,7,Saturday,3,Summer,No,Yes
2025-03-22,P002,Sugar 1kg,Grocery,21,55,251,4,Saturday,3,Summer,No,Yes
2025-03-22,P003,Tea Pack,Beverages,21,120,167,5,Saturday,3,Summer,No,Yes
2025-03-22,P004,Cooking Oil,Grocery,26,180,278,4,Saturday,3,Summer,No,Yes
2025-03-22,P005,Biscuits,Snacks,31,20,51,10,Saturday,3,Summer,No,Yes
2025-03-22,P006,Milk,Dairy,15,30,204,7,Saturday,3,Summer,No,Yes
2025-03-22,P007,Shampoo,Personal Care,20,180,64,3,Saturday,3,Summer,No,Yes
2025-03-22,P008,Soap,Personal Care,20,40,228,10,Saturday,3,Summer,No,Yes
2025-03-22,P009,Cold Drink,Beverages,10,50,320,3,Saturday,3,Summer,No,Yes
2025-03-22,P010,Chips,Snacks,36,25,169,6,Saturday,3,Summer,No,Yes
2025-03-22,P011,Detergent,Household,18,220,380,2,Saturday,3,Summer,No,Yes
2025-03-22,P012,Flour,Grocery,24,60,473,5,Saturday,3,Summer,No,Yes
2025-03-22,P013,Coffee,Beverages,13,250,416,4,Saturday,3,Summer,No,Yes
2025-03-22,P014,Toothpaste,Personal Care,11,90,121,4,Saturday,3,Summer,No,Yes
2025-03-22,P015,Instant Noodles,Food,31,35,346,4,Saturday,3,Summer,No,Yes
2025-03-23,P001,Rice 5kg,Grocery,16,450,500,8,Sunday,3,Summer,No,Yes
2025-03-23,P002,Sugar 1kg,Grocery,28,55,184,10,Sunday,3,Summer,No,Yes
2025-03-23,P003,Tea Pack,Beverages,22,120,468,10,Sunday,3,Summer,No,Yes
2025-03-23,P004,Cooking Oil,Grocery,31,180,231,5,Sunday,3,Summer,No,Yes
2025-03-23,P005,Biscuits,Snacks,14,20,103,4,Sunday,3,Summer,No,Yes
2025-03-23,P006,Milk,Dairy,16,30,169,8,Sunday,3,Summer,No,Yes
2025-03-23,P007,Shampoo,Personal Care,22,180,356,6,Sunday,3,Summer,No,Yes
2025-03-23,P008,Soap,Personal Care,24,40,203,9,Sunday,3,Summer,No,Yes
2025-03-23,P009,Cold Drink,Beverages,15,50,403,2,Sunday,3,Summer,No,Yes
2025-03-23,P010,Chips,Snacks,29,25,192,8,Sunday,3,Summer,No,Yes
2025-03-23,P011,Detergent,Household,22,220,112,5,Sunday,3,Summer,No,Yes
2025-03-23,P012,Flour,Grocery,28,60,141,2,Sunday,3,Summer,No,Yes
2025-03-23,P013,Coffee,Beverages,17,250,139,9,Sunday,3,Summer,No,Yes
2025-03-23,P014,Toothpaste,Personal Care,13,90,305,8,Sunday,3,Summer,No,Yes
2025-03-23,P015,Instant Noodles,Food,28,35,163,9,Sunday,3,Summer,No,Yes
2025-03-24,P001,Rice 5kg,Grocery,17,450,213,4,Monday,3,Summer,No,No
2025-03-24,P002,Sugar 1kg,Grocery,14,55,327,3,Monday,3,Summer,No,No
2025-03-24,P003,Tea Pack,Beverages,23,120,428,2,Monday,3,Summer,No,No
2025-03-24,P004,Cooking Oil,Grocery,14,180,421,8,Monday,3,Summer,No,No
2025-03-24,P005,Biscuits,Snacks,21,20,386,2,Monday,3,Summer,No,No
2025-03-24,P006,Milk,Dairy,18,30,281,4,Monday,3,Summer,No,No
2025-03-24,P007,Shampoo,Personal Care,19,180,392,3,Monday,3,Summer,No,No
2025-03-24,P008,Soap,Personal Care,21,40,440,6,Monday,3,Summer,No,No
2025-03-24,P009,Cold Drink,Beverages,15,50,227,7,Monday,3,Summer,No,No
2025-03-24,P010,Chips,Snacks,9,25,224,3,Monday,3,Summer,No,No
2025-03-24,P011,Detergent,Household,14,220,118,4,Monday,3,Summer,No,No
2025-03-24,P012,Flour,Grocery,24,60,148,6,Monday,3,Summer,No,No
2025-03-24,P013,Coffee,Beverages,6,250,407,2,Monday,3,Summer,No,No
2025-03-24,P014,Toothpaste,Personal Care,20,90,70,2,Monday,3,Summer,No,No
2025-03-24,P015,Instant Noodles,Food,10,35,464,7,Monday,3,Summer,No,No
2025-03-25,P001,Rice 5kg,Grocery,17,450,183,10,Tuesday,3,Summer,No,No
2025-03-25,P002,Sugar 1kg,Grocery,18,55,77,10,Tuesday,3,Summer,No,No
2025-03-25,P003,Tea Pack,Beverages,14,120,308,7,Tuesday,3,Summer,No,No
2025-03-25,P004,Cooking Oil,Grocery,9,180,382,5,Tuesday,3,Summer,No,No
2025-03-25,P005,Biscuits,Snacks,9,20,296,7,Tuesday,3,Summer,No,No
2025-03-25,P006,Milk,Dairy,21,30,463,9,Tuesday,3,Summer,No,No
2025-03-25,P007,Shampoo,Personal Care,28,180,460,8,Tuesday,3,Summer,No,No
2025-03-25,P008,Soap,Personal Care,17,40,318,7,Tuesday,3,Summer,No,No
2025-03-25,P009,Cold Drink,Beverages,20,50,240,9,Tuesday,3,Summer,No,No
2025-03-25,P010,Chips,Snacks,23,25,377,10,Tuesday,3,Summer,No,No
2025-03-25,P011,Detergent,Household,19,220,343,4,Tuesday,3,Summer,No,No
2025-03-25,P012,Flour,Grocery,14,60,329,6,Tuesday,3,Summer,No,No
2025-03-25,P013,Coffee,Beverages,6,250,181,10,Tuesday,3,Summer,No,No
2025-03-25,P014,Toothpaste,Personal Care,15,90,374,7,Tuesday,3,Summer,No,No
2025-03-25,P015,Instant Noodles,Food,10,35,97,7,Tuesday,3,Summer,No,No
2025-03-26,P001,Rice 5kg,Grocery,13,450,180,9,Wednesday,3,Summer,No,No
2025-03-26,P002,Sugar 1kg,Grocery,17,55,370,10,Wednesday,3,Summer,No,No
2025-03-26,P003,Tea Pack,Beverages,9,120,296,4,Wednesday,3,Summer,No,No
2025-03-26,P004,Cooking Oil,Grocery,14,180,314,10,Wednesday,3,Summer,No,No
2025-03-26,P005,Biscuits,Snacks,6,20,103,9,Wednesday,3,Summer,No,No
2025-03-26,P006,Milk,Dairy,14,30,205,6,Wednesday,3,Summer,No,No
2025-03-26,P007,Shampoo,Personal Care,12,180,72,4,Wednesday,3,Summer,No,No
2025-03-26,P008,Soap,Personal Care,20,40,116,7,Wednesday,3,Summer,No,No
2025-03-26,P009,Cold Drink,Beverages,23,50,251,8,Wednesday,3,Summer,No,No
2025-03-26,P010,Chips,Snacks,25,25,435,8,Wednesday,3,Summer,No,No
2025-03-26,P011,Detergent,Household,21,220,295,10,Wednesday,3,Summer,No,No
2025-03-26,P012,Flour,Grocery,18,60,465,4,Wednesday,3,Summer,No,No
2025-03-26,P013,Coffee,Beverages,15,250,452,3,Wednesday,3,Summer,No,No
2025-03-26,P014,Toothpaste,Personal Care,10,90,476,9,Wednesday,3,Summer,No,No
